transaction_id,timestamp,payer_vpa,payee_vpa,amount,category,status,ref_no
UPI79090663,2026-04-28T19:16:55.411Z,rahulchauhan@okaxis,customer_8182@upi,75000,auto_ancillary,SUCCESS,REF412808
UPI52547067,2026-04-25T19:16:55.411Z,customer_1326@upi,vijayverma@okaxis,75000,retail,SUCCESS,REF292974
UPI15424768,2026-07-14T19:16:55.411Z,customer_1996@upi,vikasreddy@okaxis,500,plastics_packaging,SUCCESS,REF847908
UPI64112654,2026-04-09T19:16:55.411Z,customer_2830@upi,rakeshdutta@okaxis,500,electronics_hardware,SUCCESS,REF508167
UPI51666280,2026-08-03T19:16:55.411Z,customer_2134@upi,subhashpillai@okaxis,25000,fmcg_wholesale,SUCCESS,REF270972
UPI27807870,2026-04-07T19:16:55.411Z,karannambiar@okaxis,customer_2880@upi,48000,plastics_packaging,SUCCESS,REF600212
UPI18926311,2026-04-15T19:16:55.411Z,customer_8707@upi,snehasinghal@okaxis,48000,pharma_distribution,SUCCESS,REF726442
UPI48077160,2026-08-15T19:16:55.411Z,jagdishnaik@okaxis,customer_7921@upi,1200,food_processing,SUCCESS,REF346886
UPI34982638,2026-08-03T19:16:55.411Z,customer_8493@upi,sureshvarma@okaxis,48000,retail,SUCCESS,REF125432
UPI26031635,2026-06-01T19:16:55.411Z,customer_7064@upi,jagdishbansal@okaxis,1200,manufacturing,SUCCESS,REF992635
UPI34279706,2026-06-12T19:16:55.411Z,umeshtrivedi@okaxis,customer_8937@upi,2500,plastics_packaging,SUCCESS,REF445717
UPI29449074,2026-07-23T19:16:55.411Z,customer_9086@upi,raviverma@okaxis,1200,retail,SUCCESS,REF248568
UPI77928626,2026-03-15T19:16:55.412Z,karankulkarni@okaxis,customer_6149@upi,1200,services,SUCCESS,REF331743
UPI92773919,2026-08-08T19:16:55.412Z,customer_4432@upi,jagdishnaik@okaxis,48000,food_processing,SUCCESS,REF492465
UPI93707175,2026-03-18T19:16:55.412Z,customer_3908@upi,raviswaminathan@okaxis,15000,electronics_hardware,SUCCESS,REF894621
UPI77117283,2026-03-07T19:16:55.412Z,naveenmukherjee@okaxis,customer_5214@upi,8500,retail,SUCCESS,REF468769
UPI36059799,2026-08-21T19:16:55.412Z,customer_2657@upi,ashoksharma@okaxis,75000,pharma_distribution,SUCCESS,REF412129
UPI40256944,2026-07-31T19:16:55.412Z,customer_1208@upi,rameshbansal@okaxis,500,services,SUCCESS,REF188591
UPI16097608,2026-05-24T19:16:55.412Z,sachinnambiar@okaxis,customer_3508@upi,5000,services,SUCCESS,REF428711
UPI36637345,2026-08-03T19:16:55.412Z,vikasgupta@okaxis,customer_2860@upi,2500,plastics_packaging,SUCCESS,REF129710
UPI41598379,2026-03-22T19:16:55.412Z,customer_9238@upi,sameerreddy@okaxis,15000,plastics_packaging,SUCCESS,REF755478
UPI67369598,2026-05-22T19:16:55.412Z,varunmehta@okaxis,customer_9281@upi,8500,electronics_hardware,SUCCESS,REF136570
UPI87006558,2026-07-03T19:16:55.412Z,customer_4293@upi,karanmenon@okaxis,75000,food_processing,SUCCESS,REF470208
UPI90231481,2026-03-02T19:16:55.412Z,manishbose@okaxis,customer_9248@upi,500,manufacturing,SUCCESS,REF720281
UPI43433256,2026-03-16T19:16:55.412Z,krishnasharma@okaxis,customer_3783@upi,48000,fmcg_wholesale,SUCCESS,REF417345
UPI89667438,2026-06-01T19:16:55.412Z,customer_6205@upi,rahuljoshi@okaxis,48000,auto_ancillary,SUCCESS,REF458622
UPI88656250,2026-06-16T19:16:55.412Z,prakashshetty@okaxis,customer_9486@upi,5000,textile,SUCCESS,REF908001
UPI26788580,2026-05-19T19:16:55.412Z,vikasjha@okaxis,customer_4264@upi,2500,manufacturing,SUCCESS,REF296037
UPI37119984,2026-05-17T19:16:55.412Z,jagdishnaik@okaxis,customer_7846@upi,48000,food_processing,SUCCESS,REF919953
UPI29372685,2026-08-21T19:16:55.412Z,customer_9203@upi,ganeshkumar@okaxis,5000,pharma_distribution,SUCCESS,REF343638
UPI99935570,2026-06-18T19:16:55.412Z,customer_9975@upi,prashantjha@okaxis,25000,manufacturing,SUCCESS,REF597646
UPI11864197,2026-05-31T19:16:55.412Z,karannambiar@okaxis,customer_8466@upi,48000,plastics_packaging,SUCCESS,REF879201
UPI84880787,2026-04-04T19:16:55.412Z,customer_7650@upi,naveenshetty@okaxis,500,fmcg_wholesale,SUCCESS,REF752191
UPI75374228,2026-06-27T19:16:55.412Z,customer_2165@upi,kiranpatil@okaxis,2500,plastics_packaging,SUCCESS,REF347172
UPI96400077,2026-07-30T19:16:55.412Z,aaravreddy@okaxis,customer_7316@upi,25000,plastics_packaging,SUCCESS,REF261365
UPI67680555,2026-05-06T19:16:55.412Z,customer_4076@upi,rameshpillai@okaxis,5000,manufacturing,SUCCESS,REF258661
UPI35604552,2026-07-03T19:16:55.412Z,customer_7083@upi,kavitapatel@okaxis,15000,services,SUCCESS,REF369614
UPI13227623,2026-05-31T19:16:55.412Z,customer_3644@upi,sunildeshmukh@okaxis,8500,fmcg_wholesale,SUCCESS,REF791446
UPI60271990,2026-06-12T19:16:55.412Z,shilpasaxena@okaxis,customer_6731@upi,1200,manufacturing,SUCCESS,REF588047
UPI63126543,2026-07-18T19:16:55.412Z,vijayverma@okaxis,customer_5981@upi,48000,retail,SUCCESS,REF589972
UPI24846836,2026-06-16T19:16:55.412Z,customer_5702@upi,ishareddy@okaxis,1200,pharma_distribution,SUCCESS,REF594444
UPI55155092,2026-08-09T19:16:55.412Z,amitdeshmukh@okaxis,customer_5865@upi,2500,manufacturing,SUCCESS,REF765351
UPI60440200,2026-08-28T19:16:55.412Z,kiranpatil@okaxis,customer_7109@upi,25000,plastics_packaging,SUCCESS,REF933248
UPI33757716,2026-04-03T19:16:55.412Z,deepakswaminathan@okaxis,customer_3739@upi,5000,electronics_hardware,SUCCESS,REF495358
UPI44829861,2026-05-14T19:16:55.412Z,customer_9728@upi,tarunyadav@okaxis,48000,plastics_packaging,SUCCESS,REF715570
UPI20045524,2026-05-22T19:16:55.412Z,customer_9715@upi,sunilkulkarni@okaxis,2500,fmcg_wholesale,SUCCESS,REF424440
UPI32460262,2026-05-05T19:16:55.412Z,customer_6005@upi,haribose@okaxis,2500,retail,SUCCESS,REF419189
UPI21796296,2026-04-07T19:16:55.412Z,snehamishra@okaxis,customer_8571@upi,15000,pharma_distribution,SUCCESS,REF363707
UPI24442515,2026-04-09T19:16:55.412Z,jagdishjha@okaxis,customer_4051@upi,2500,electronics_hardware,SUCCESS,REF788549
UPI13454475,2026-04-07T19:16:55.412Z,customer_2750@upi,subhashmehta@okaxis,15000,manufacturing,SUCCESS,REF290937
UPI68554398,2026-05-06T19:16:55.412Z,anildeshmukh@okaxis,customer_1642@upi,8500,plastics_packaging,SUCCESS,REF534760
UPI66131172,2026-05-06T19:16:55.412Z,customer_7365@upi,pradeepverma@okaxis,75000,plastics_packaging,SUCCESS,REF150574
UPI59240354,2026-07-24T19:16:55.412Z,snehatrivedi@okaxis,customer_2225@upi,8500,pharma_distribution,SUCCESS,REF935601
UPI87604166,2026-08-23T19:16:55.412Z,manishprasad@okaxis,customer_6193@upi,8500,retail,SUCCESS,REF253730
UPI47611496,2026-08-27T19:16:55.412Z,customer_9909@upi,shilpasaxena@okaxis,48000,manufacturing,SUCCESS,REF235516
UPI72317901,2026-04-12T19:16:55.412Z,krishnavarma@okaxis,customer_3678@upi,25000,services,SUCCESS,REF478182
UPI71445601,2026-03-21T19:16:55.412Z,mukeshdutta@okaxis,customer_3473@upi,8500,food_processing,SUCCESS,REF345617
UPI51383487,2026-04-02T19:16:55.412Z,customer_1932@upi,ganeshroy@okaxis,500,pharma_distribution,SUCCESS,REF968375
UPI45187114,2026-06-15T19:16:55.412Z,nikhilsen@okaxis,customer_6361@upi,1200,food_processing,SUCCESS,REF643680
UPI12578703,2026-08-03T19:16:55.412Z,bhavnachatterjee@okaxis,customer_1732@upi,8500,auto_ancillary,SUCCESS,REF735420
UPI69947145,2026-03-02T19:16:55.412Z,shilpasaxena@okaxis,customer_9684@upi,8500,manufacturing,SUCCESS,REF474151
UPI60347993,2026-08-17T19:16:55.412Z,customer_9523@upi,snehamishra@okaxis,48000,pharma_distribution,SUCCESS,REF457094
UPI83503472,2026-04-26T19:16:55.412Z,karankulkarni@okaxis,customer_9221@upi,2500,services,SUCCESS,REF448140
UPI95802469,2026-06-09T19:16:55.412Z,customer_5416@upi,amitkumar@okaxis,1200,fmcg_wholesale,SUCCESS,REF477843
UPI20300540,2026-05-09T19:16:55.412Z,customer_3414@upi,kumarchandran@okaxis,15000,services,SUCCESS,REF743425
UPI96719907,2026-06-06T19:16:55.412Z,customer_7188@upi,prakashpatel@okaxis,25000,textile,SUCCESS,REF308777
UPI31449459,2026-08-12T19:16:55.412Z,ishareddy@okaxis,customer_6376@upi,48000,pharma_distribution,SUCCESS,REF904452
UPI97544753,2026-08-26T19:16:55.412Z,customer_5284@upi,kavitachopra@okaxis,5000,auto_ancillary,SUCCESS,REF527673
UPI44728009,2026-06-22T19:16:55.412Z,aditipillai@okaxis,customer_3885@upi,75000,textile,SUCCESS,REF242330
UPI49388117,2026-03-30T19:16:55.412Z,customer_2816@upi,karannambiar@okaxis,5000,plastics_packaging,SUCCESS,REF778977
UPI14580632,2026-08-01T19:16:55.412Z,customer_5384@upi,arjunkhan@okaxis,1200,retail,SUCCESS,REF634837
UPI10027777,2026-06-29T19:16:55.412Z,krishnachopra@okaxis,customer_7560@upi,15000,manufacturing,SUCCESS,REF173800
UPI52118441,2026-05-09T19:16:55.412Z,rameshbansal@okaxis,customer_2985@upi,75000,services,SUCCESS,REF926419
UPI33908179,2026-03-09T19:16:55.412Z,customer_2962@upi,rahuljoshi@okaxis,48000,auto_ancillary,SUCCESS,REF989918
UPI75119212,2026-07-11T19:16:55.412Z,customer_8465@upi,subhashiyer@okaxis,48000,services,SUCCESS,REF928186
UPI32140432,2026-06-29T19:16:55.412Z,customer_6133@upi,shilpasrivastava@okaxis,2500,services,SUCCESS,REF371778
UPI58027391,2026-06-28T19:16:55.412Z,customer_6270@upi,harishmishra@okaxis,1200,auto_ancillary,SUCCESS,REF617916
UPI52502314,2026-08-12T19:16:55.412Z,customer_5850@upi,sujataswaminathan@okaxis,8500,fmcg_wholesale,SUCCESS,REF630489
UPI71954089,2026-03-17T19:16:55.412Z,ganeshroy@okaxis,customer_2510@upi,2500,pharma_distribution,SUCCESS,REF840054
UPI79438271,2026-07-19T19:16:55.412Z,customer_5557@upi,ajayshah@okaxis,2500,food_processing,SUCCESS,REF343831
UPI24677083,2026-04-22T19:16:55.412Z,customer_7963@upi,arjunkhan@okaxis,8500,retail,SUCCESS,REF105709
UPI74059413,2026-07-11T19:16:55.412Z,nitinbose@okaxis,customer_9366@upi,75000,textile,SUCCESS,REF456246
UPI90640817,2026-05-27T19:16:55.412Z,rahulkhan@okaxis,customer_9073@upi,75000,textile,SUCCESS,REF992662
UPI74143518,2026-08-19T19:16:55.412Z,prakashshetty@okaxis,customer_5055@upi,25000,textile,SUCCESS,REF178846
UPI30956404,2026-07-03T19:16:55.412Z,customer_7952@upi,amitkumar@okaxis,1200,fmcg_wholesale,SUCCESS,REF945354
UPI84135030,2026-08-02T19:16:55.412Z,nehachauhan@okaxis,customer_7068@upi,1200,manufacturing,SUCCESS,REF689409
UPI13401620,2026-08-23T19:16:55.412Z,rakeshdutta@okaxis,customer_5377@upi,1200,electronics_hardware,SUCCESS,REF774899
UPI25145061,2026-03-07T19:16:55.412Z,bhavnabansal@okaxis,customer_6517@upi,75000,auto_ancillary,SUCCESS,REF432380
UPI52420910,2026-08-25T19:16:55.412Z,sujatapatel@okaxis,customer_7793@upi,25000,food_processing,SUCCESS,REF259074
UPI14951388,2026-05-19T19:16:55.412Z,jagdishnaik@okaxis,customer_8178@upi,15000,food_processing,SUCCESS,REF918869
UPI49125385,2026-08-02T19:16:55.412Z,customer_4311@upi,kavitachopra@okaxis,75000,auto_ancillary,SUCCESS,REF642322
UPI77998456,2026-08-17T19:16:55.412Z,customer_1496@upi,umeshswaminathan@okaxis,48000,plastics_packaging,SUCCESS,REF526655
UPI71292824,2026-05-19T19:16:55.412Z,customer_3708@upi,manishshah@okaxis,1200,food_processing,SUCCESS,REF535756
UPI95397376,2026-04-12T19:16:55.412Z,customer_9584@upi,manishiyer@okaxis,5000,electronics_hardware,SUCCESS,REF600181
UPI63367669,2026-07-27T19:16:55.412Z,amitjain@okaxis,customer_5429@upi,500,manufacturing,SUCCESS,REF517152
UPI84925925,2026-03-10T19:16:55.412Z,customer_9217@upi,sameerreddy@okaxis,8500,plastics_packaging,SUCCESS,REF450559
UPI66461033,2026-04-16T19:16:55.412Z,amitkumar@okaxis,customer_3586@upi,75000,fmcg_wholesale,SUCCESS,REF230956
UPI91028549,2026-07-05T19:16:55.412Z,anilreddy@okaxis,customer_9841@upi,8500,food_processing,SUCCESS,REF155567
UPI48350694,2026-05-04T19:16:55.412Z,customer_5955@upi,aditinaik@okaxis,25000,auto_ancillary,SUCCESS,REF588279
UPI44816358,2026-08-28T19:16:55.412Z,customer_3567@upi,amitjain@okaxis,25000,manufacturing,SUCCESS,REF359648
UPI63481095,2026-06-30T19:16:55.412Z,customer_4982@upi,saurabhdutta@okaxis,1200,plastics_packaging,SUCCESS,REF266898
UPI44067129,2026-05-20T19:16:55.412Z,customer_2173@upi,raviverma@okaxis,25000,retail,SUCCESS,REF873915
UPI22963348,2026-06-08T19:16:55.412Z,customer_8778@upi,umeshjoshi@okaxis,8500,electronics_hardware,SUCCESS,REF911257
UPI63225308,2026-07-24T19:16:55.412Z,customer_8102@upi,manishbose@okaxis,25000,manufacturing,SUCCESS,REF776145
UPI64575231,2026-05-12T19:16:55.412Z,rahuljoshi@okaxis,customer_6119@upi,5000,auto_ancillary,SUCCESS,REF332469
UPI83402006,2026-08-27T19:16:55.412Z,customer_9467@upi,rohitnaik@okaxis,2500,food_processing,SUCCESS,REF910783
UPI82761188,2026-04-05T19:16:55.412Z,customer_9452@upi,umeshjoshi@okaxis,2500,electronics_hardware,SUCCESS,REF708310
UPI12375000,2026-04-23T19:16:55.412Z,sachinnambiar@okaxis,customer_8045@upi,15000,services,SUCCESS,REF688939
UPI38632330,2026-05-14T19:16:55.412Z,shilpasinghal@okaxis,customer_4886@upi,75000,textile,SUCCESS,REF283225
UPI24588734,2026-08-13T19:16:55.412Z,bhavnashah@okaxis,customer_8280@upi,25000,plastics_packaging,SUCCESS,REF888391
UPI59966435,2026-04-10T19:16:55.412Z,sunilkulkarni@okaxis,customer_7200@upi,2500,fmcg_wholesale,SUCCESS,REF968325
UPI61154320,2026-08-08T19:16:55.412Z,snehatrivedi@okaxis,customer_3284@upi,5000,pharma_distribution,SUCCESS,REF753584
UPI61207947,2026-03-12T19:16:55.412Z,customer_3838@upi,sureshghosh@okaxis,48000,electronics_hardware,SUCCESS,REF341388
UPI19849537,2026-04-18T19:16:55.412Z,aditijha@okaxis,customer_2834@upi,5000,services,SUCCESS,REF195628
UPI53467978,2026-05-31T19:16:55.412Z,customer_3911@upi,jagdishjha@okaxis,15000,electronics_hardware,SUCCESS,REF446859
UPI95118827,2026-07-06T19:16:55.412Z,customer_4375@upi,umeshswaminathan@okaxis,25000,plastics_packaging,SUCCESS,REF792303
UPI64524305,2026-05-31T19:16:55.412Z,customer_3198@upi,vikramjoshi@okaxis,48000,food_processing,SUCCESS,REF995848
UPI98073302,2026-05-03T19:16:55.412Z,customer_6018@upi,amitjain@okaxis,5000,manufacturing,SUCCESS,REF188051
UPI28821373,2026-08-17T19:16:55.412Z,rakeshpatel@okaxis,customer_9141@upi,2500,electronics_hardware,SUCCESS,REF366134
UPI96490740,2026-03-05T19:16:55.412Z,customer_7540@upi,jagdishghosh@okaxis,15000,pharma_distribution,SUCCESS,REF593985
UPI97470293,2026-05-29T19:16:55.412Z,customer_8853@upi,rakeshsaxena@okaxis,25000,fmcg_wholesale,SUCCESS,REF802160
UPI34815586,2026-07-30T19:16:55.412Z,customer_8386@upi,sureshvarma@okaxis,2500,retail,SUCCESS,REF787881
UPI18248842,2026-08-11T19:16:55.412Z,customer_6112@upi,snehanambiar@okaxis,8500,plastics_packaging,SUCCESS,REF715038
UPI44158950,2026-03-08T19:16:55.412Z,rameshyadav@okaxis,customer_2668@upi,15000,food_processing,SUCCESS,REF414185
UPI15601466,2026-05-29T19:16:55.412Z,sameerpandey@okaxis,customer_1361@upi,25000,pharma_distribution,SUCCESS,REF182546
UPI92298611,2026-04-13T19:16:55.412Z,meeradesai@okaxis,customer_7163@upi,5000,food_processing,SUCCESS,REF384008
UPI20639274,2026-03-10T19:16:55.412Z,customer_4712@upi,meeradesai@okaxis,48000,food_processing,SUCCESS,REF749128
UPI53679012,2026-08-24T19:16:55.412Z,sujataswaminathan@okaxis,customer_5315@upi,8500,fmcg_wholesale,SUCCESS,REF275127
UPI41140046,2026-03-18T19:16:55.412Z,customer_9943@upi,sanjaydesai@okaxis,5000,textile,SUCCESS,REF425895
UPI19411265,2026-06-22T19:16:55.412Z,nehasrivastava@okaxis,customer_5235@upi,2500,retail,SUCCESS,REF831986
UPI51548225,2026-05-10T19:16:55.412Z,harishmishra@okaxis,customer_1497@upi,15000,auto_ancillary,SUCCESS,REF990625
UPI37273148,2026-06-11T19:16:55.412Z,customer_4702@upi,sachinsharma@okaxis,2500,textile,SUCCESS,REF765698
UPI32974922,2026-07-30T19:16:55.412Z,customer_3487@upi,rameshpillai@okaxis,500,manufacturing,SUCCESS,REF587762
UPI91709104,2026-07-22T19:16:55.412Z,customer_7159@upi,varunbansal@okaxis,75000,pharma_distribution,SUCCESS,REF454039
UPI73197916,2026-07-12T19:16:55.412Z,kumarchandran@okaxis,customer_8690@upi,75000,services,SUCCESS,REF428418
UPI53830246,2026-07-19T19:16:55.412Z,customer_7719@upi,rajeshiyer@okaxis,75000,textile,SUCCESS,REF841454
UPI76661651,2026-04-23T19:16:55.412Z,customer_3550@upi,deepaktrivedi@okaxis,2500,fmcg_wholesale,SUCCESS,REF390370
UPI51414351,2026-07-03T19:16:55.412Z,subhashiyer@okaxis,customer_3157@upi,5000,services,SUCCESS,REF239054
UPI74477237,2026-06-04T19:16:55.412Z,customer_8179@upi,vikasgupta@okaxis,48000,plastics_packaging,SUCCESS,REF618063
UPI88905864,2026-08-20T19:16:55.412Z,customer_7921@upi,manishbose@okaxis,25000,manufacturing,SUCCESS,REF724618
UPI54422453,2026-05-30T19:16:55.412Z,customer_5354@upi,rameshyadav@okaxis,8500,food_processing,SUCCESS,REF122608
UPI87415895,2026-03-30T19:16:55.412Z,customer_4119@upi,rituyadav@okaxis,48000,fmcg_wholesale,SUCCESS,REF742588
UPI30941743,2026-08-05T19:16:55.412Z,raviverma@okaxis,customer_1520@upi,500,retail,SUCCESS,REF481782
UPI74722222,2026-04-17T19:16:55.412Z,jagdishchatterjee@okaxis,customer_5530@upi,1200,auto_ancillary,SUCCESS,REF904077
UPI85146219,2026-07-19T19:16:55.412Z,customer_3788@upi,amitiyer@okaxis,15000,textile,SUCCESS,REF240030
UPI75269290,2026-03-23T19:16:55.412Z,arjunshah@okaxis,customer_1599@upi,2500,services,SUCCESS,REF486863
UPI14813657,2026-03-10T19:16:55.412Z,customer_2935@upi,rajeshiyer@okaxis,5000,textile,SUCCESS,REF708464
UPI60168209,2026-05-20T19:16:55.412Z,customer_6436@upi,arjunshah@okaxis,1200,services,SUCCESS,REF835389
UPI34388503,2026-07-22T19:16:55.412Z,sanjaydesai@okaxis,customer_7406@upi,2500,textile,SUCCESS,REF664861
UPI47196759,2026-08-20T19:16:55.412Z,saurabhsinghal@okaxis,customer_5819@upi,75000,auto_ancillary,SUCCESS,REF360767
UPI94981867,2026-04-16T19:16:55.412Z,chetankhan@okaxis,customer_2313@upi,8500,retail,SUCCESS,REF653665
UPI80799382,2026-08-22T19:16:55.412Z,customer_9193@upi,subhashiyer@okaxis,75000,services,SUCCESS,REF940775
UPI74371527,2026-03-11T19:16:55.412Z,nehasrivastava@okaxis,customer_4432@upi,75000,retail,SUCCESS,REF685987
UPI92087191,2026-04-23T19:16:55.412Z,customer_8669@upi,arjunkhan@okaxis,5000,retail,SUCCESS,REF519857
UPI27001929,2026-07-10T19:16:55.412Z,customer_6209@upi,umeshjoshi@okaxis,2500,electronics_hardware,SUCCESS,REF339606
UPI88837962,2026-05-18T19:16:55.412Z,umeshmukherjee@okaxis,customer_7025@upi,500,electronics_hardware,SUCCESS,REF709124
UPI43984182,2026-06-24T19:16:55.412Z,customer_6755@upi,gitadutta@okaxis,75000,retail,SUCCESS,REF358966
UPI45496141,2026-03-29T19:16:55.412Z,customer_6705@upi,jagdishjha@okaxis,500,electronics_hardware,SUCCESS,REF586354
UPI83096064,2026-04-02T19:16:55.412Z,umeshmukherjee@okaxis,customer_3846@upi,5000,electronics_hardware,SUCCESS,REF355177
UPI33172839,2026-05-07T19:16:55.412Z,customer_4819@upi,umeshbhatia@okaxis,75000,services,SUCCESS,REF995991
UPI38782021,2026-05-01T19:16:55.412Z,customer_9929@upi,sachinpillai@okaxis,2500,auto_ancillary,SUCCESS,REF706018
UPI49645833,2026-05-06T19:16:55.412Z,customer_3147@upi,prashantjha@okaxis,48000,manufacturing,SUCCESS,REF449147
UPI52153163,2026-06-14T19:16:55.412Z,manishshah@okaxis,customer_2113@upi,2500,food_processing,SUCCESS,REF555933
UPI89359567,2026-05-03T19:16:55.412Z,subhashiyer@okaxis,customer_6133@upi,75000,services,SUCCESS,REF623599
UPI70987268,2026-03-17T19:16:55.412Z,ganeshsen@okaxis,customer_4177@upi,2500,textile,SUCCESS,REF916033
UPI93425154,2026-05-03T19:16:55.412Z,aditinaik@okaxis,customer_6886@upi,75000,auto_ancillary,SUCCESS,REF763792
UPI99728780,2026-04-22T19:16:55.412Z,customer_3565@upi,sameermishra@okaxis,48000,auto_ancillary,SUCCESS,REF264097
UPI49620370,2026-05-16T19:16:55.412Z,customer_6186@upi,ganeshbose@okaxis,15000,textile,SUCCESS,REF780837
UPI59488811,2026-07-16T19:16:55.412Z,customer_9389@upi,prakashmishra@okaxis,48000,pharma_distribution,SUCCESS,REF644567
UPI62389660,2026-04-10T19:16:55.412Z,customer_1477@upi,amitdeshmukh@okaxis,75000,manufacturing,SUCCESS,REF452511
UPI68045138,2026-05-22T19:16:55.412Z,pradeepverma@okaxis,customer_8425@upi,25000,plastics_packaging,SUCCESS,REF868557
UPI32844135,2026-08-08T19:16:55.412Z,customer_8870@upi,rahulkhan@okaxis,48000,textile,SUCCESS,REF123260
UPI59842206,2026-04-15T19:16:55.412Z,customer_8118@upi,sujataswaminathan@okaxis,1200,fmcg_wholesale,SUCCESS,REF213842
UPI28761574,2026-04-17T19:16:55.412Z,saurabhchauhan@okaxis,customer_1142@upi,25000,manufacturing,SUCCESS,REF204193
UPI95991126,2026-07-29T19:16:55.412Z,customer_4580@upi,madhavsingh@okaxis,75000,textile,SUCCESS,REF924868
UPI84586419,2026-05-19T19:16:55.412Z,customer_4739@upi,kavitachopra@okaxis,5000,auto_ancillary,SUCCESS,REF373090
UPI14269675,2026-08-17T19:16:55.412Z,customer_1589@upi,ishakulkarni@okaxis,2500,pharma_distribution,SUCCESS,REF512746
UPI61429783,2026-06-29T19:16:55.412Z,jagdishchatterjee@okaxis,customer_4770@upi,75000,auto_ancillary,SUCCESS,REF274394
UPI39122299,2026-08-07T19:16:55.412Z,customer_8588@upi,jagdishjha@okaxis,8500,electronics_hardware,SUCCESS,REF855254
UPI17069444,2026-06-10T19:16:55.412Z,customer_9015@upi,sujatanair@okaxis,5000,plastics_packaging,SUCCESS,REF819216
UPI11660108,2026-05-25T19:16:55.412Z,subhashreddy@okaxis,customer_8689@upi,48000,fmcg_wholesale,SUCCESS,REF796836
UPI95949845,2026-06-28T19:16:55.412Z,gitajain@okaxis,customer_9917@upi,8500,pharma_distribution,SUCCESS,REF685335
UPI29660879,2026-04-08T19:16:55.412Z,customer_4670@upi,umeshbhatia@okaxis,500,services,SUCCESS,REF148603
UPI29182098,2026-05-01T19:16:55.412Z,customer_6587@upi,rajeshsen@okaxis,15000,textile,SUCCESS,REF617195
UPI67569058,2026-08-03T19:16:55.412Z,customer_7974@upi,sameermishra@okaxis,2500,auto_ancillary,SUCCESS,REF688333
UPI44543981,2026-08-23T19:16:55.412Z,customer_5804@upi,amitjain@okaxis,1200,manufacturing,SUCCESS,REF225906
UPI16495756,2026-05-02T19:16:55.412Z,prakashtrivedi@okaxis,customer_6714@upi,500,food_processing,SUCCESS,REF560470
UPI36479938,2026-06-10T19:16:55.412Z,subhashreddy@okaxis,customer_2011@upi,48000,fmcg_wholesale,SUCCESS,REF789247
UPI54218750,2026-08-16T19:16:55.412Z,customer_2667@upi,umeshjoshi@okaxis,15000,electronics_hardware,SUCCESS,REF976126
UPI56101080,2026-06-12T19:16:55.412Z,customer_8321@upi,divyamalhotra@okaxis,1200,plastics_packaging,SUCCESS,REF551662
UPI85182484,2026-08-01T19:16:55.412Z,customer_9277@upi,rameshbansal@okaxis,75000,services,SUCCESS,REF913078
UPI51185185,2026-04-02T19:16:55.412Z,shilpasaxena@okaxis,customer_3510@upi,2500,manufacturing,SUCCESS,REF524263
UPI50498070,2026-03-21T19:16:55.412Z,saurabhsinghal@okaxis,customer_1656@upi,48000,auto_ancillary,SUCCESS,REF515771
UPI26176697,2026-07-24T19:16:55.412Z,customer_2023@upi,aditipillai@okaxis,8500,textile,SUCCESS,REF984826
UPI27943287,2026-07-20T19:16:55.412Z,customer_7581@upi,bhavnamukherjee@okaxis,500,plastics_packaging,SUCCESS,REF595316
UPI82186728,2026-03-08T19:16:55.412Z,subhashiyer@okaxis,customer_3971@upi,75000,services,SUCCESS,REF377797
UPI31962577,2026-06-01T19:16:55.412Z,customer_6497@upi,snehanambiar@okaxis,15000,plastics_packaging,SUCCESS,REF929490
UPI66993055,2026-07-29T19:16:55.412Z,saurabhdutta@okaxis,customer_5132@upi,75000,plastics_packaging,SUCCESS,REF214286
UPI53667052,2026-05-20T19:16:55.412Z,rahulmalhotra@okaxis,customer_5515@upi,5000,services,SUCCESS,REF962739
UPI95040123,2026-03-11T19:16:55.412Z,customer_3951@upi,karanmenon@okaxis,500,food_processing,SUCCESS,REF672071
UPI70834490,2026-05-15T19:16:55.412Z,customer_4412@upi,sameerreddy@okaxis,48000,plastics_packaging,SUCCESS,REF206172
UPI47439043,2026-05-13T19:16:55.412Z,ishakulkarni@okaxis,customer_5538@upi,2500,pharma_distribution,SUCCESS,REF395597
UPI27909336,2026-06-03T19:16:55.412Z,customer_2633@upi,sanjaydesai@okaxis,25000,textile,SUCCESS,REF137569
UPI31967592,2026-06-19T19:16:55.412Z,aditinaik@okaxis,customer_4671@upi,15000,auto_ancillary,SUCCESS,REF495976
UPI56002700,2026-03-03T19:16:55.412Z,bhavnamukherjee@okaxis,customer_3290@upi,2500,plastics_packaging,SUCCESS,REF401373
UPI93070216,2026-08-25T19:16:55.412Z,saurabhsinghal@okaxis,customer_1795@upi,15000,auto_ancillary,SUCCESS,REF150983
UPI32892361,2026-05-30T19:16:55.412Z,customer_5159@upi,chetankhan@okaxis,2500,retail,SUCCESS,REF108695
UPI71858024,2026-05-01T19:16:55.412Z,divyasingh@okaxis,customer_7021@upi,5000,plastics_packaging,SUCCESS,REF905065
UPI13022762,2026-06-05T19:16:55.412Z,customer_9686@upi,raviswaminathan@okaxis,15000,electronics_hardware,SUCCESS,REF637314
UPI66108796,2026-04-01T19:16:55.412Z,customer_5127@upi,ganeshbose@okaxis,25000,textile,SUCCESS,REF769332
UPI87505015,2026-05-25T19:16:55.412Z,customer_6982@upi,nikhilsen@okaxis,15000,food_processing,SUCCESS,REF931674
